,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
874,5,2,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0
2297,5,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,3,1,0
2643,2,3,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0
7931,2,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,4,0
840,2,2,9,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0,0
581,5,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,3,0
204,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,5,4,0
1641,5,0,4,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0,0
2014,5,0,8,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0
3253,5,2,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,3,0,1
5026,5,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1
905,2,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
631,0,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3,0
5768,5,3,4,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
7327,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,8,4,2,0
1974,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1,0
162,5,0,4,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,5,5,0
5548,0,2,5,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1
7295,3,3,9,0,5,1,1,1,11,0,2,3,3,8,8,0,3,1,0,7,1,2,1
5176,2,2,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4713,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1
875,5,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,3,4,0
1431,5,0,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0
4643,5,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1
6834,2,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
5082,2,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4,1
7566,5,0,3,0,5,1,1,0,10,0,0,2,2,7,7,0,2,2,4,7,3,1,0
2856,5,3,2,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0
1861,5,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0
2659,5,0,2,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0,0
3384,2,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0,0
7627,5,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,0,1,2,0
7778,3,3,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
5378,5,3,5,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4733,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1,1
3331,5,2,5,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0,1
6639,5,2,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
6114,2,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
5670,5,2,0,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,4,1,1
2096,2,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2003,5,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0,0
5527,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,4,1
546,0,3,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0
1449,2,2,3,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,3,3,1,0
6923,2,2,2,0,2,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
2610,5,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0,0
1900,2,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,5,0,0
6399,5,3,2,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
2757,5,3,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0
1885,2,0,8,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
7846,3,3,2,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
2097,5,0,3,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
7064,2,2,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
7294,2,3,2,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
836,5,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,3,3,0
3471,5,0,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0,0
4697,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0,1
6460,2,3,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
2171,5,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0
6976,2,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
6908,5,2,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
398,5,0,3,0,5,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,5,0
2010,5,2,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,3,0,1,0
7798,3,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
1283,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,3,3,1,0
5733,5,3,6,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,4,0,0
5943,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1
4256,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1,1
1836,5,3,4,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0,0
1019,5,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,4,0,0
1326,0,2,9,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,1,0
5044,2,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,1,1
475,2,0,3,0,5,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,5,5,0
2810,2,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,4,0,0
6547,2,3,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
1651,5,2,8,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,3,1,0
7536,2,3,1,0,4,1,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
6935,2,2,2,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
2528,5,3,4,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,2,4,0,0
1206,2,0,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
5285,5,2,0,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
7195,3,3,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,0,0
6250,3,3,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
5130,2,2,8,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5,1
867,2,3,9,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4,0
2974,2,0,4,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0,0
541,2,0,3,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1132,5,2,4,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,1,1
7865,3,3,2,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
6405,2,3,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,4,1
3390,5,0,5,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0,1
7956,2,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,1,1,4,4,1,2,0
2962,5,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0,0
4155,2,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0
3259,5,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1,1
7754,3,2,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
8019,0,0,8,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,3,1,0
2583,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,4,0,0
2813,5,3,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0
6302,5,3,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
7036,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,4,4,2,0
5598,5,3,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0
3586,5,0,2,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,5,0,0
6972,3,2,4,0,8,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
5321,5,3,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
6904,5,3,1,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,7,5,4,0
2630,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0
6503,2,2,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
5185,2,3,1,0,5,1,1,1,10,0,1,2,0,7,4,0,2,1,0,7,4,2,0
5036,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1
1080,2,0,8,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,2,0,1,0
4283,2,2,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
2085,2,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1,0
2452,5,0,3,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,3,0,1,0
4966,3,2,4,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
2023,5,0,4,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
5371,3,2,5,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
7659,3,0,8,0,5,1,1,0,10,0,0,2,1,7,7,0,2,2,4,7,3,1,0
226,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,1,0
1013,2,2,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,2,3,1,0
1929,2,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,2,3,1,0
5737,5,3,0,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
1404,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0
2179,5,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,5,0,0
697,5,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,4,1,1
1124,2,2,9,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0,0
3895,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,4,1
1778,2,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5,1
8118,3,3,4,0,2,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,0,1
2634,5,3,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
3489,2,3,3,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,5,0,0
1037,2,0,9,1,0,1,1,1,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2256,2,3,4,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,3,5,0,0
6794,2,3,2,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,2,1
8028,3,2,4,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1
313,5,0,8,1,0,1,1,1,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2649,5,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,5,0,0
2281,5,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,5,0,0
5827,2,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,1,1
2547,5,0,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,3,5,0,0
2159,5,0,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0,0
3137,2,3,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0
6746,2,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
3967,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,4,1
1428,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0
5771,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
2520,5,0,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,4,0,0
5227,5,3,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
5884,5,3,2,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
6011,5,2,2,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,2,1
448,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0
5133,5,3,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
1284,5,0,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
3727,2,3,4,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0,0
361,5,0,4,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,2,0,1,0
7331,3,2,4,0,8,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
6472,5,2,2,0,7,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,2,1
2460,5,0,4,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0,0
22,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3,0
2066,5,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,4,0,0
1653,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,3,1,0
702,5,3,9,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,4,0
7100,5,3,1,0,4,0,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
2743,2,3,4,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,2,4,0,0
1376,2,0,8,0,5,1,1,0,4,1,3,2,0,7,7,0,2,1,0,2,3,1,0
6599,5,2,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,2,1,0
2468,5,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0,0
3754,5,0,8,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,4,0,1
2325,5,0,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,4,0,0
460,5,2,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,3,0
4183,2,0,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0
4082,2,0,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,4,1
1486,5,0,8,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0
3678,2,3,4,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0,0
282,4,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,3,4,5,0
4558,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1
4308,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1,1
4865,5,2,3,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,1,1
3537,2,3,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0,0
5716,5,2,0,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,4,5,1
2581,5,3,3,1,5,1,0,0,7,1,1,2,2,6,3,0,2,1,4,3,4,0,0
1368,5,0,3,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,4,0,0
7325,2,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,8,1,2,0
5456,5,2,3,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5,1
597,0,3,8,1,3,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,3,3,0
4351,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4,1
6595,5,2,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
4758,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1,1
8062,3,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
7653,3,3,2,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7282,3,2,4,0,7,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
3468,5,0,3,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1
5198,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,4,1
2990,5,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0,1
7227,3,3,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7963,3,3,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
2544,5,3,3,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0
6043,2,3,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
5955,0,0,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0,1
4066,2,0,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0,1
3988,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1
7842,5,2,3,0,5,1,1,0,10,0,0,1,2,7,7,0,2,2,4,7,3,1,0
685,5,3,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,2,2,3,0
5485,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4,1
3243,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1,1
6943,3,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
4083,5,3,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0,1
2837,2,0,4,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0,0
3697,5,2,5,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0,1
4941,5,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4,1
7121,3,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
4040,5,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0,1
2230,5,3,3,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0,0
5934,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,1,1
2320,5,3,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0,0
4878,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4,1
521,0,2,8,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
522,2,3,9,1,0,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4,0
6341,2,2,4,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
6535,5,2,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,0,1
6532,2,2,2,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,0,1
7188,5,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,8,1,2,0
780,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,3,0
6352,5,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,2,1
5508,1,3,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2,1
651,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0
6063,5,3,2,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
2196,2,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0
369,5,0,3,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,2,3,1,0
5331,5,2,8,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,5,1
4214,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1,1
377,0,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,3,0
5717,3,1,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2,1
2216,5,0,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0,0
6186,3,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
1613,2,2,8,1,6,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,3,5,1
7288,3,3,4,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,4,1
3632,5,2,3,0,1,1,1,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0,1
962,5,0,4,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,2,4,0,0
7308,3,2,2,0,2,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
7623,3,2,8,0,5,1,1,0,2,0,0,2,2,7,7,0,2,2,4,7,3,1,0
6192,2,3,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
5509,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,4,1,1
359,5,3,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,3,1,0
3839,2,3,2,1,5,1,0,0,7,1,1,2,2,7,3,0,2,1,4,2,5,0,0
6705,5,2,4,0,8,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
1246,2,2,3,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0
5673,5,3,2,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
5087,3,0,1,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0
3694,5,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1,1
6852,2,3,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,0,1
2567,5,3,2,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,5,0,0
3423,2,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,2,5,0,0
2037,5,0,3,0,5,1,1,0,7,1,3,0,0,7,7,0,2,1,0,3,0,1,0
772,5,3,9,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,3,0
7462,3,3,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
3562,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,2,4,0,0
7686,3,3,2,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
7423,3,3,4,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0,1
5380,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4531,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1
1674,2,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
365,2,0,4,0,5,1,0,1,7,0,3,2,2,7,7,0,2,1,4,2,4,5,0
5340,5,2,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
7224,3,2,4,0,2,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
4327,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1,1
147,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,3,0
7139,3,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,0,1
3088,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,3,5,0,0
7561,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,0,4,2,0
407,5,2,8,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0
7499,5,2,3,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,3,1,0
3456,2,3,3,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,5,0,0
4182,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0,1
3576,2,3,2,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,4,0,0
3271,2,3,2,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0,0
4940,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0,1
1031,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,4,1,1
5325,2,3,8,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0,0
855,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,3,4,0
3926,5,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1,1
78,5,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,5,1
2247,5,0,3,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,3,0,1,0
